sample,time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
587,5.732421875,0.951874506,-2.853182323,9.634575078,3.547280715,1.807020668,-1.144729427
588,5.7421875,0.975182188,-2.922784033,9.560808139,2.88488435,1.553512527,-1.272390721
589,5.751953125,1.003905119,-2.892120027,9.581315012,2.105107494,0.629688419,-1.464674353
590,5.76171875,0.994057411,-2.865729043,9.783478792,0.535610617,0.659769696,-1.287567614
591,5.771484375,0.924483843,-2.914960401,9.867150158,-1.156899454,1.174222157,-1.109408516
592,5.78125,0.860676297,-2.899739789,9.812494433,-1.522430597,1.960880852,-1.293616098
593,5.791015625,0.813320817,-2.894306281,9.784027985,-1.101663456,2.397579464,-1.536689516
594,5.80078125,0.837377319,-2.856409406,9.799640371,-0.556560878,1.918262084,-1.350490683
595,5.810546875,0.836757711,-2.892254048,9.894833462,0.045840025,1.920647464,-0.730503656
596,5.8203125,0.862053914,-2.964289004,9.94375471,0.351319969,1.072086687,-0.546819832
597,5.830078125,0.916104451,-3.019988918,9.95693086,0.662534804,-0.930315233,-0.490495636
598,5.83984375,0.999014031,-3.068903769,9.868561837,0.912769466,-2.622945952,-0.926914727
599,5.849609375,0.985508684,-3.020917832,9.770706803,1.943133999,-3.199147848,-1.910639406
600,5.859375,1.00713508,-3.01165003,9.713902536,3.033518763,-3.840158787,-2.52415071
601,5.869140625,1.043823743,-2.907018936,9.68546732,3.879434725,-3.815669023,-3.198292167
602,5.87890625,1.098825537,-2.874320441,9.658780873,4.058439485,-3.323337075,-3.380725749
603,5.888671875,0.99233072,-2.820297564,9.709276778,4.172940147,-1.918134635,-3.683693152
604,5.8984375,0.952101454,-2.781525268,9.786132271,5.310113396,-0.014722687,-3.486167094
605,5.908203125,0.913949693,-2.776231644,9.85672199,5.789563041,0.725456127,-3.604506939
606,5.91796875,0.902036655,-2.766516482,9.901284869,4.768519259,-0.201860161,-3.859730585
607,5.927734375,0.920768688,-2.800222501,9.88324632,3.57095728,-2.296423345,-3.503035991
608,5.9375,0.911449776,-2.80486294,9.807887639,3.272141202,-2.973376991,-3.321859914
609,5.947265625,0.888000675,-2.794973924,9.739242344,3.390466153,-2.611378743,-2.949862856
610,5.95703125,0.928579014,-2.814628484,9.605328588,3.806284938,-1.140782041,-3.189366484
611,5.966796875,0.906702995,-2.878835769,9.571486501,3.977430544,0.993623345,-3.366130401
612,5.9765625,0.815953344,-2.903884005,9.66634947,3.97095557,2.457474225,-3.669515358
613,5.986328125,0.749534214,-2.879085002,9.722297569,3.368074695,2.577569923,-4.350767342
614,5.99609375,0.774839146,-2.948731352,9.775877685,2.404406658,2.448734208,-5.096426833
615,6.005859375,0.764260059,-3.044168365,9.837126631,1.441116405,2.196571404,-5.719136436
616,6.015625,0.749663847,-3.065478661,9.887152044,0.781426462,1.333195897,-5.725527743
617,6.025390625,0.67321017,-3.126546023,9.850833758,1.142591408,1.458800223,-5.538170346
618,6.03515625,0.554748164,-3.117741243,9.789215742,2.773579398,1.123177791,-5.530958457
619,6.044921875,0.487828091,-3.147889725,9.839413773,4.886683202,1.170443048,-6.198510724
620,6.0546875,0.463228741,-3.259842041,9.771347454,6.877718271,1.393761769,-6.557635912
621,6.064453125,0.451212701,-3.285955073,9.736594391,8.631806159,0.511258601,-6.428316505
622,6.07421875,0.476674737,-3.322159834,9.843607509,9.73013678,-1.834335329,-6.924337599
623,6.083984375,0.478614374,-3.343701257,9.921950061,8.11353557,-3.971927602,-8.420597342
624,6.09375,0.472724383,-3.47264202,9.896756032,6.194027683,-5.998383596,-9.547896374
625,6.103515625,0.620585189,-3.682537286,9.814677424,5.657326165,-7.030198484,-10.41787915
626,6.11328125,0.572966148,-3.703383774,9.791560951,7.160129661,-5.090668928,-12.37744308
627,6.123046875,0.471691051,-3.615974579,9.78937475,8.839011635,-2.11398764,-14.3324959
628,6.1328125,0.238438156,-3.438338412,9.737746027,9.974199978,0.847856667,-15.92026308
629,6.142578125,0.110854507,-3.3744596,9.724315722,9.670906233,1.461607398,-16.72163617
630,6.15234375,0.071030602,-3.555508771,9.766382417,8.88417443,2.124115248,-17.27856971
631,6.162109375,0.130652141,-3.766597298,9.809250472,8.577065679,3.401782806,-17.70752335
632,6.171875,0.145755033,-3.855242171,10.04014809,7.538752204,6.504497987,-19.12090152
633,6.181640625,0.198458118,-4.016071404,10.17376981,4.740842009,12.15124799,-22.07668286
634,6.19140625,0.264156368,-4.129261481,10.07986271,1.885388862,17.56717945,-26.02057684
635,6.201171875,0.280154652,-4.148616344,10.22891033,1.862207785,23.69800146,-29.57730412
636,6.2109375,0.136056535,-4.323446719,10.2212235,2.680895405,29.56689662,-30.66308129
637,6.220703125,0.014423807,-4.314526431,9.626640213,7.084129035,29.56833086,-29.40668737
638,6.23046875,0.098533789,-4.028928962,9.395786525,10.65717741,27.1464143,-29.95194876
639,6.240234375,0.138855095,-3.855028937,9.162875963,12.52159486,28.96235598,-31.29320072
640,6.25,0.032597564,-3.886978299,8.859352433,14.5502587,34.30981433,-32.68301702
641,6.259765625,0.034119926,-4.08765758,8.508100053,17.15491982,32.47872037,-33.23119887
642,6.26953125,-0.099967175,-3.662915437,8.632173085,21.45861655,14.56270537,-29.57008534
643,6.279296875,-0.116333527,-3.421457823,9.314941101,24.21469183,21.34153492,-36.81158518
644,6.2890625,-0.50200639,-3.588163562,9.120571146,26.51037903,34.56356625,-39.89992231
645,6.298828125,-0.704920116,-3.260395548,8.9238518,30.15561725,29.71172487,-40.5766393
646,6.30859375,-0.451582868,-3.044075799,9.06032538,30.49888803,21.58874818,-42.14533208
647,6.318359375,-0.253305059,-2.920164572,9.052774411,26.48285552,17.24964511,-45.94404469
648,6.328125,-0.455965262,-2.809834531,8.880164428,20.11727367,12.1409723,-49.94256901
649,6.337890625,-0.296442732,-3.01989965,8.868845851,15.22022944,2.168391576,-52.16149882
650,6.34765625,0.124589181,-3.154729079,8.992692838,14.82003297,-2.144555084,-53.10387831
651,6.357421875,0.212100693,-3.117734075,9.227691507,14.56995315,0.18163126,-54.51590729
652,6.3671875,0.07686374,-3.101540798,9.241345705,10.99686144,3.678054344,-56.92795284
653,6.376953125,-0.051489583,-3.040074819,9.480303622,9.403793303,9.076998865,-57.96606583
654,6.38671875,-0.193697377,-3.007060503,9.495905028,9.132994166,15.08852056,-57.57642255
655,6.396484375,-0.301859566,-2.931487534,9.376087405,9.055280006,19.11662147,-58.67320591
656,6.40625,-0.315203013,-2.613507188,9.281154739,9.299123313,19.64726237,-61.56946272
657,6.416015625,-0.384798042,-2.519331341,9.026499259,8.276302117,21.04464368,-67.24519082
658,6.42578125,0.046971444,-2.197973008,9.382251704,13.5547259,29.98240977,-73.35583395
659,6.435546875,-0.240388685,-2.416249117,9.502846055,8.971950755,41.18859592,-71.55144606
660,6.4453125,-0.182917066,-3.0574133,9.704651847,7.994117862,56.25084629,-71.19565104
661,6.455078125,-0.667861121,-2.764066931,10.01792194,12.02662323,70.5339024,-69.52136929
662,6.46484375,-0.740569074,-2.428552644,9.979118022,12.00152535,76.33271843,-71.04354377
663,6.474609375,-0.782459127,-2.0815225,9.994299566,8.260037822,78.09686574,-75.99170247
664,6.484375,-1.151701264,-1.971308477,9.944191389,6.681074701,82.79062924,-83.26272341
665,6.494140625,-1.634186173,-1.63728224,9.556088046,8.586051337,76.97570989,-86.97446121
666,6.50390625,-1.890899009,-1.129613269,9.656842365,7.453898715,62.52428416,-90.30001506
667,6.513671875,-1.982872628,-1.013680913,9.811976979,-0.459547231,51.23882492,-89.45458657
668,6.5234375,-1.992592515,-1.252498458,9.92856515,-8.646932286,44.80079899,-83.16513018
669,6.533203125,-1.961557689,-1.393936894,10.22442039,-12.86198291,39.86690172,-74.87600738
670,6.54296875,-2.087461257,-1.526063917,10.62369172,-13.36146755,40.60476569,-67.22664618
671,6.552734375,-2.249102264,-1.712636867,10.88982918,-10.67306734,44.91916271,-63.3731516
672,6.5625,-2.471665238,-1.910277164,10.84489996,-4.601065227,49.07809654,-61.47684362
673,6.572265625,-2.61422391,-1.965642142,10.69755617,3.378170944,47.06143586,-63.60195802
674,6.58203125,-2.648482937,-1.840916426,10.63556624,7.757249121,41.98704812,-69.27243917
675,6.591796875,-2.594375281,-1.703051753,10.44362523,5.413629807,42.53112014,-76.56181829
676,6.6015625,-2.453461267,-1.5950877,10.51187777,1.229838351,49.62363964,-84.76320585
677,6.611328125,-2.87892567,-1.371814814,10.56276188,-8.150254188,57.32478018,-90.95345511
678,6.62109375,-3.087639505,-1.653255018,10.38544503,-19.49597735,59.00632399,-95.4474595
679,6.630859375,-3.060567418,-2.143407228,10.10722326,-24.49432869,57.92470894,-98.56131887
680,6.640625,-3.288992921,-2.259706352,9.895251918,-23.59230349,58.9901034,-99.66337129
681,6.650390625,-2.998956113,-2.192026123,9.995248307,-31.83245137,65.32977697,-98.2031371
682,6.66015625,-2.991153551,-2.581616253,10.12963517,-40.39669078,87.04000938,-91.38591701
683,6.669921875,-3.243480627,-2.456264756,9.937758669,-43.60220661,111.7212648,-85.7029156
684,6.6796875,-1.782049607,-1.919599013,9.675976446,-48.28086683,123.959884,-66.12917139
685,6.689453125,-2.459163817,-2.414465644,9.828879329,-48.83808266,125.6181287,7.529680224
686,6.69921875,-4.127627922,-2.228987547,9.332603117,-60.06858695,115.3698456,39.32925053
687,6.708984375,-4.129760006,-2.001947845,9.171483409,-71.42238605,117.806485,37.42874311
688,6.71875,-4.641972694,-1.937558603,9.143593644,-85.98119209,132.275786,40.98219111
689,6.728515625,-4.546631593,-2.799083116,9.487519903,-106.686753,136.0724682,34.04160942
690,6.73828125,-4.780729653,-2.392086175,9.649675102,-126.1622841,141.284103,9.777827089
691,6.748046875,-5.656441861,-1.486471813,9.959669514,-104.753908,143.014622,13.78019618
692,6.7578125,-6.196530568,-1.679718968,9.704506051,-78.33880114,145.8961288,15.83826024
693,6.767578125,-6.00605756,-1.954690493,9.458953574,-73.8159543,150.6961427,4.404144813
694,6.77734375,-6.286127998,-1.313044786,10.65775259,-85.43180052,145.1729524,1.549286187
695,6.787109375,-5.811782171,-0.674414971,10.47528548,-100.0685313,125.710191,4.367456717
696,6.796875,-6.112374121,-0.660686975,10.18937587,-80.68426714,115.6817448,24.9127166
697,6.806640625,-5.800926037,-1.319675397,10.3682258,-79.12553408,114.1715483,35.09405867
698,6.81640625,-5.026999693,-1.220454323,10.74374916,-80.00459189,105.2664236,44.62027832
699,6.826171875,-4.463747303,-1.591413744,11.00310298,-77.36732986,94.53726224,49.84003186
700,6.8359375,-3.816228255,-1.394839816,11.07432743,-75.26083009,81.62413686,53.93907313
701,6.845703125,-3.827223704,-1.141377789,10.78286105,-70.88466588,71.72034423,63.36544121
702,6.85546875,-3.991115685,-1.349300896,10.13687651,-66.39621199,63.77249588,72.24399205
703,6.865234375,-4.48881651,-1.187069328,9.528872192,-63.59694861,55.73430869,81.05186238
704,6.875,-5.039284472,-1.000253472,9.17728129,-60.45087607,52.50815516,85.37499435
705,6.884765625,-5.077250831,-1.276884837,9.089593411,-54.7840776,54.39919139,83.56003051
706,6.89453125,-4.383605957,-1.680693611,9.314466858,-49.97314757,56.4362512,87.7249522
707,6.904296875,-4.540963682,-1.461114486,9.426961589,-47.27170457,54.03007281,102.6590558
708,6.9140625,-5.364627488,-0.952794637,9.338602875,-44.4221071,48.4392077,110.4886805
709,6.923828125,-5.239999788,-0.894746394,9.134491777,-37.64812482,47.48889875,104.4130249
710,6.93359375,-4.428420524,-1.187852134,9.177561522,-30.83012859,51.08331839,95.20729054
711,6.943359375,-4.307286168,-0.826381045,9.515598586,-26.52840539,48.5857757,92.25966208
712,6.953125,-4.609303197,-0.392136297,9.445937586,-23.25274866,45.0561067,92.26421645
713,6.962890625,-5.309039263,0.057181455,9.017154215,-17.27802704,44.41167023,93.89656814
714,6.97265625,-5.729050236,0.127558544,8.343036358,-11.82305724,51.2923176,96.10761252
715,6.982421875,-5.972966136,0.037795437,7.833276124,-9.99672482,59.17891951,100.0307885
716,6.9921875,-6.161963644,-0.33463931,7.122850526,-22.76236707,64.49030262,103.9934223
717,7.001953125,-6.03626007,-0.114258763,7.874625461,-19.66640362,70.71276809,111.1868192
718,7.01171875,-5.88314382,-0.835521736,7.597357845,-19.92289448,83.23604433,120.2355553
719,7.021484375,-4.952686689,-1.323816802,7.770212644,-23.14598446,89.16829206,118.0805316
720,7.03125,-4.503804855,-1.103089232,8.442049579,-23.98111187,88.22148229,115.0502174
721,7.041015625,-4.854784729,-0.608530618,9.061857713,-22.97201063,78.54685078,116.6256579
722,7.05078125,-5.284306405,-0.318297277,9.092258149,-15.42744735,67.05597453,112.861467
723,7.060546875,-5.572245356,-0.362027436,8.359680149,-8.975609882,55.80736365,112.1769248
724,7.0703125,-6.216594959,-0.558500451,7.217819195,-7.845118079,44.43360715,118.0652685
725,7.080078125,-7.259582006,-0.43889219,6.183580885,-9.751384969,37.33212835,123.3359834
726,7.08984375,-8.155630609,-0.022666642,5.387559609,-9.153594922,36.41115746,129.1962498
727,7.099609375,-8.493795386,0.158887921,4.691958326,0.745823148,48.06770165,130.5214083
728,7.109375,-8.992297069,-0.16384475,3.61221068,7.764238072,69.92361231,129.4613851
729,7.119140625,-9.057506403,-0.528412864,2.821511391,9.317142382,86.8348846,126.9372563
730,7.12890625,-8.364111418,-1.302420377,1.951659918,8.25844302,108.0488687,122.1322021
731,7.138671875,-7.848147332,-2.169709416,2.166348157,9.931616935,124.5162831,121.0876693
732,7.1484375,-7.522251478,-2.160047248,3.604887898,0.806704298,128.2263216,117.9692725
733,7.158203125,-7.284420926,-3.023637081,4.738981397,-34.23888324,110.4377071,122.6624459
734,7.16796875,-7.072920873,-3.382396434,3.540382428,-115.4178105,61.31222258,125.1589952
735,7.177734375,-10.06095553,-1.663690599,1.279887674,-107.4381387,71.63583792,123.5703015
736,7.1875,-10.94954781,-1.873727103,1.586118062,-92.52941762,99.26720303,115.3533542
737,7.197265625,-10.7294228,-2.184986445,1.636242367,-105.0377618,103.8296159,112.1588511
738,7.20703125,-10.6142615,-2.630960274,1.420695688,-108.4734908,103.7990991,109.8586237
739,7.216796875,-10.65425175,-2.898210998,2.84912207,-99.64845114,113.5736201,109.5061315
740,7.2265625,-11.44824733,-3.534903625,3.531239815,-112.007583,120.6579004,117.7952065
741,7.236328125,-12.29265605,-3.867394452,3.76263569,-110.608696,120.2682155,112.5575242
742,7.24609375,-11.39622319,-4.694508349,3.922410395,-103.30474,115.2285004,90.43138729
743,7.255859375,-10.65872149,-4.883919422,4.453434172,-106.8589507,103.6361094,83.89553557
744,7.265625,-11.0303205,-4.883535279,4.047521627,-117.1867804,77.24608705,91.89357952
745,7.275390625,-11.84398038,-4.86754179,3.824832402,-121.4572704,59.69888989,97.30089049
746,7.28515625,-13.007998,-3.943572736,3.723828949,-127.6224965,48.55721148,98.83437256
747,7.294921875,-13.20214969,-3.771199964,3.280891202,-126.120015,52.51735096,91.45325423
748,7.3046875,-13.08055399,-4.221962043,2.480623873,-117.0366864,61.42465071,83.69646554
749,7.314453125,-12.41801429,-4.369586665,1.996542977,-110.7626594,65.12840647,74.67338204
750,7.32421875,-11.25511913,-4.61009683,1.44434239,-107.018131,67.87857826,65.32554569
751,7.333984375,-11.14041199,-3.782565336,1.426834229,-99.48103459,71.44455802,59.14613826
752,7.34375,-10.43506379,-2.817489751,2.057338113,-86.19729096,62.70420637,44.19370754
753,7.353515625,-9.133547573,-3.289359626,2.069724442,-80.30541865,44.4069313,37.80644535
754,7.36328125,-7.897610769,-4.221342502,1.11213145,-81.23653735,25.4455715,35.39156771
755,7.373046875,-6.735642579,-4.726986549,0.028647125,-86.69256926,20.89554379,27.32822435
756,7.3828125,-6.370805259,-5.044908861,-0.699171839,-90.60670533,29.94105376,32.33633061
757,7.392578125,-7.045125472,-4.072712212,-0.829257909,-93.80861882,38.77473011,44.87334383
758,7.40234375,-6.841867803,-3.296628986,-0.44219952,-99.27487366,46.35028234,44.1313437
759,7.412109375,-6.168666648,-2.940409946,0.285499576,-104.9923819,56.87457842,40.93077062
760,7.421875,-6.402673102,-3.039952009,0.407988525,-103.0864279,59.35786924,48.66024724
761,7.431640625,-7.119005073,-1.926233499,0.481981514,-100.139682,49.14107024,47.96128609
762,7.44140625,-6.676492304,-0.384097687,1.096008387,-103.4157989,46.90590555,29.18340993
763,7.451171875,-5.570437464,-0.019464945,1.618673668,-115.0462744,60.93264503,15.60098805
764,7.4609375,-7.204206642,-0.663580031,1.199026754,-114.1904867,48.77275284,43.0144379
765,7.470703125,-7.829281488,-0.208183523,1.237084184,-99.87913667,19.69909242,48.47712896
766,7.48046875,-7.90927852,0.196793109,0.673072494,-90.34651097,15.04579854,27.72093003
767,7.490234375,-7.89518872,-0.111501932,-0.255699732,-87.13789122,21.25986235,4.564184344
768,7.5,-6.767770007,-0.805516891,-0.695588015,-90.67713496,40.28164029,-25.55347982
769,7.509765625,-5.665120278,-1.260297175,-0.829978017,-103.8022369,60.91634771,-30.60760299
770,7.51953125,-5.483249154,-1.121820743,-0.863833447,-111.0436396,69.57941258,-19.8192105
771,7.529296875,-6.418604506,-0.991822547,-1.325189032,-111.6883783,86.74782937,-8.473845455
772,7.5390625,-7.136299064,-0.062156879,-0.574663211,-109.5716834,98.27631109,-8.052752457
773,7.548828125,-6.413715719,0.594074426,2.87667018,-107.4569704,114.2143019,-18.72024805
774,7.55859375,-5.725230825,0.629770109,4.640298625,-119.3469074,116.256066,-23.58592605
775,7.568359375,-6.343213016,-0.518257709,5.198105682,-98.56550685,80.89719261,-8.118331265
776,7.578125,-8.725788775,-0.975601759,7.256591665,-80.84019572,20.28372845,-40.25432231
777,7.587890625,-8.925011352,-1.770663132,5.445622986,-85.43021122,-34.19547155,-132.2596824
778,7.59765625,-10.06129594,-1.950625446,2.888044913,-55.97027468,-71.08253534,-175.9119913
779,7.607421875,-9.714467126,-1.228466922,-1.279585991,52.78796156,-138.340346,-135.8598111
780,7.6171875,-12.88620922,0.384599447,1.230665947,203.5666378,-134.0948888,10.51417586
781,7.626953125,-12.91549242,2.587328632,6.106227561,131.8986237,-175.8991043,41.70846158
782,7.63671875,-10.33726162,0.416389352,1.776623874,14.26611703,-220.2987577,33.05363435
783,7.646484375,-9.63605082,-1.791231739,0.118326437,-13.77873994,-193.8689254,-15.11548751
784,7.65625,-9.673071599,0.729656279,3.005296553,-40.2276188,-184.9682663,-100.3504043
785,7.666015625,-12.14237543,-0.75592203,2.209111258,-56.26329711,-230.2473055,-159.6877215
786,7.67578125,-9.194468734,2.455218938,4.044126089,-66.00782342,-263.2569065,-191.6837817
787,7.685546875,-14.99864905,-2.616031876,0.994818209,-83.36162616,-307.1248317,-120.305247
788,7.6953125,-14.45405564,-1.318801004,0.034815528,-55.60616898,-285.1451154,-178.6285169
789,7.705078125,-7.893070416,1.390823595,3.813753464,-73.52368977,-210.0778593,-145.0861078
790,7.71484375,-8.118794385,-1.055199496,4.094236055,-97.38976182,-112.5743048,-118.7754711
791,7.724609375,-7.735362916,-1.4139972,3.372133621,-87.20333422,-90.7133276,-67.137309
792,7.734375,-8.252644474,-1.04124216,2.829784463,-76.79951759,-67.65554001,-4.883463851
793,7.744140625,-9.061770715,-1.204445356,2.109116881,-78.8951887,-26.74749647,12.15064216
794,7.75390625,-8.068654563,-1.856073916,2.25294361,-73.61178362,-12.32360409,22.96172294
795,7.763671875,-6.098241389,-2.145885018,1.485599852,-75.78496651,-13.38141285,26.27805371
796,7.7734375,-8.8209918,-3.109793318,2.940539744,-31.08516276,-8.511875932,58.29415068
797,7.783203125,-8.555178187,-1.660699272,2.787890388,-68.48581727,43.78413999,-25.55067262
798,7.79296875,-6.95258212,-2.521465509,3.33105658,-84.9133985,45.44842174,-57.70724692
799,7.802734375,-7.507232579,-1.751814417,4.644467799,-74.22586034,4.45172268,-52.48969826
800,7.8125,-13.58236653,-2.678650402,2.04447887,-57.7490608,-56.71073328,-23.93262813
801,7.822265625,-8.820508855,-2.944875104,2.500290669,-94.17537072,-35.08911041,-202.9409333
802,7.83203125,-7.66464467,-3.558080011,2.334388681,-83.40111883,9.043395073,-168.9885646
803,7.841796875,-8.238966559,-3.265854923,2.355196066,-54.36478749,24.41586387,-111.7241708
804,7.8515625,-8.156030785,-3.298050647,2.31123027,-31.99545408,28.66274926,-76.98729213
805,7.861328125,-7.598270825,-3.473017384,2.643675245,-27.62510125,39.46408729,-51.57334838
806,7.87109375,-7.554102481,-3.760375029,2.851088385,-23.77370948,49.63339228,-38.44025983
807,7.880859375,-7.716826586,-3.641060065,2.852801693,-12.56712657,51.71698249,-33.68712402
808,7.890625,-7.297935422,-3.474811911,3.054283089,-12.46886135,55.95945883,-32.43809871
809,7.900390625,-7.870145482,-4.107235301,2.625743151,-16.65369945,63.35945004,-40.88517606
810,7.91015625,-8.32340399,-4.27773088,1.98806498,0.902002876,55.09973263,-49.76852583
811,7.919921875,-8.209742932,-4.43454837,1.595751812,11.60785744,51.45436587,-53.73594814
812,7.9296875,-8.012638491,-4.186373234,1.578128729,17.49356337,45.18979999,-54.89957477
813,7.939453125,-7.956237157,-4.571912207,2.153444581,17.37944669,44.10391339,-55.7058862
814,7.94921875,-8.323213371,-4.581150651,1.759558807,15.61332034,38.9992727,-67.2684405
815,7.958984375,-8.017901585,-4.671263086,1.009692713,27.38272558,24.93607129,-64.17245945
816,7.96875,-8.493100441,-4.612203699,1.295604748,28.78397413,28.49336697,-46.69507402
817,7.978515625,-9.081235802,-4.847805906,1.093306509,22.98667483,23.98979831,-31.93530154
818,7.98828125,-8.722737647,-4.532590307,1.314731233,28.88724125,10.51388669,-21.71157435
819,7.998046875,-7.955557089,-4.519239116,1.289062681,27.71151642,2.214147812,-16.81140355
820,8.0078125,5.880506939,-1.190612949,-11.23430649,54.96386758,47.75615767,11.43181082
821,8.017578125,4.185826243,-1.114858563,-10.44272163,603.4072494,617.623557,601.8389463
822,8.02734375,-37.33437475,5.430422539,16.44214194,605.125349,606.8105505,545.3035992
823,8.037109375,-12.71192437,0.566040697,2.292345638,145.1732165,-21.98442994,106.2210518
824,8.046875,1.817216497,-8.916608535,4.423560137,158.753628,-88.58026044,114.6339305
825,8.056640625,-9.197541861,0.018918675,-1.875240663,241.4292356,40.12859911,143.5127611
826,8.06640625,-16.97215578,2.923217619,1.876113457,157.47031,65.56297103,116.5821785
827,8.076171875,-9.020712341,-1.885759618,0.50783203,134.3830533,-44.30143359,55.9970355
828,8.0859375,-8.912801249,-0.532363041,-0.352459206,158.6457277,-37.6903457,36.03425245
829,8.095703125,-8.254736063,0.010421251,0.467416753,153.4934509,-6.788705545,33.52432601
830,8.10546875,-5.960818869,-0.649764393,2.341039629,133.0630367,-11.24373692,29.8876374
831,8.115234375,-8.2186059,-0.30118383,4.116066271,118.6564044,-44.39668639,42.22108644
832,8.125,-7.468548083,-1.257930604,5.98385409,110.9281399,-85.24957136,52.64972899
833,8.134765625,-6.713896114,-3.074545512,5.165132135,133.8977036,-107.7854459,58.48807643
834,8.14453125,-9.808910651,-0.940870079,1.861643095,152.7000602,-117.8362962,66.56921241
835,8.154296875,-11.84611021,1.170724791,1.311560112,154.6806007,-92.57659796,107.9367623
836,8.1640625,-17.02296206,3.454406259,1.47887345,152.181076,-132.6241194,128.6353414
837,8.173828125,-4.24857403,-1.860389252,-0.779037215,57.73485379,-87.67647564,39.84527222
838,8.18359375,-14.2294788,0.154486832,1.857747763,102.7801501,80.19917485,-20.53444568
839,8.193359375,-10.54956813,0.066006182,-0.615769673,68.69382224,-53.15005981,-41.83887273
840,8.203125,-6.311324628,-1.278354056,4.037344313,78.53790838,-38.10206899,-52.83988502
841,8.212890625,-8.028025376,-0.841472761,4.593813761,90.21181478,11.8741518,-66.91783644
842,8.22265625,-9.779743497,-1.53886325,3.741445862,50.21357236,61.39565998,-71.45437174
843,8.232421875,-10.77609957,-1.874041852,3.956281305,32.33198881,94.81136204,-83.33589908
844,8.2421875,-10.79038063,-2.229924445,4.43885632,64.6642538,93.26937884,-105.8148011
845,8.251953125,-9.771478658,-2.193543029,2.875261185,100.3920973,63.96283262,-130.6552763
846,8.26171875,-9.341077356,-2.483748364,2.547723746,77.56238075,63.3845179,-118.4985803
847,8.271484375,-9.276600866,-1.909030752,4.255422915,85.01150188,60.58025361,-125.9960475
848,8.28125,-6.657054663,-1.935559826,4.831140572,75.78753251,21.25355443,-162.3912764
849,8.291015625,-6.203636618,-4.149367762,3.436922275,64.33962989,10.18774837,-142.2547731
850,8.30078125,-11.50295538,-1.978921968,5.309513601,78.11506973,-68.6741436,-72.87371941
851,8.310546875,-8.252000671,-0.939064727,6.949507472,107.9787737,-181.8629251,-34.06513805
852,8.3203125,-6.807936396,-4.000098037,3.503601839,119.5732388,-231.3642085,-6.232861176
853,8.330078125,-6.475284074,-1.531765766,4.071626944,166.4470891,-358.6525486,76.35115304
854,8.33984375,-16.0738123,3.600810964,6.183105362,129.1638744,-316.0403495,91.35976217
855,8.349609375,-16.88046104,1.872357971,6.860883161,130.2311372,-334.4719933,48.42771503
856,8.359375,-11.81321888,1.355788735,7.636612839,168.1456546,-341.6102197,-11.11669658
857,8.369140625,-9.492381197,1.655918544,8.286760209,185.5317442,-229.0116494,-46.72354829
858,8.37890625,-9.136522137,1.509778191,10.33750359,185.5163811,-131.5909066,-62.91735345
859,8.388671875,-7.312040188,1.900316104,11.30108943,170.7473454,-117.8165523,-75.52976247
860,8.3984375,-4.907306621,0.689364799,10.8840884,96.17558177,-107.0430316,-81.05722629
861,8.408203125,-4.307889276,0.279720139,10.83547492,79.0545834,-82.92287691,-88.27885167
862,8.41796875,-5.299419199,-0.107631548,7.648645994,90.64509236,-53.25958234,-102.67462
863,8.427734375,-4.055755597,-1.725576056,7.511756852,69.91923744,-17.49674386,-116.4749379
864,8.4375,-6.754477398,-3.164862348,5.752119725,79.48372498,-6.697021046,-128.540862
865,8.447265625,-6.052900426,-4.25929464,5.911115035,123.795081,-30.21801681,-142.583341
866,8.45703125,-6.507637723,-1.622470025,6.691424697,189.1757021,-15.76346021,-161.4439747
867,8.466796875,-10.57669724,-0.336096631,7.270394625,214.293834,11.3882177,-174.4835242
868,8.4765625,-7.195211178,-0.430428053,7.72806741,184.4782643,-31.07974943,-159.6090266
869,8.486328125,-0.46039062,-6.382040475,10.23031301,165.4662466,-57.20435872,-155.7877962
870,8.49609375,5.937086129,-3.253827316,9.612722253,165.1630426,-170.0225332,-157.1686749
871,8.505859375,1.514849981,-3.636898319,5.463334436,164.7832609,-294.5999446,233.9324426
872,8.515625,-19.67919352,6.30482695,7.048968362,241.326887,-248.3529143,337.8762468
873,8.525390625,-12.97143779,3.704035071,5.298681651,174.1754327,-188.1508044,161.5585425
874,8.53515625,-14.68032763,4.262861538,4.406621418,101.3870834,-111.4239072,23.70121412
875,8.544921875,-7.817491486,1.580616336,6.160390823,73.50801651,-99.43568187,-115.6927275
876,8.5546875,-7.186765912,2.783223814,7.086962531,81.064987,-87.99142587,-155.2797495
877,8.564453125,-6.585764087,2.84185005,7.192134452,61.7463056,-52.92903291,-178.2668453
878,8.57421875,-6.510017744,1.156269774,7.520543469,39.79862588,-0.738994156,-193.9903461
879,8.583984375,-6.71036101,-0.095322551,7.04119169,30.8932535,24.36252847,-208.7540254
880,8.59375,-6.211227238,0.779458621,7.258664779,40.10617867,35.93810212,-229.0853031
881,8.603515625,-5.274661711,0.912431458,6.543997795,51.98327428,47.70004624,-255.0775787
882,8.61328125,-5.558496893,1.573388612,6.669333468,69.78930128,88.98461132,-301.5406603
883,8.623046875,-4.962024235,0.707479617,6.162432308,77.83201563,104.5163115,-319.1499035
884,8.6328125,-5.391622362,-0.314022501,6.052313228,79.64978083,103.0934571,-319.4539548
